id,capaNo,productName,issueType,severity,rootCause,department,productionLine,lotNo,claimSource,assignee,dueDate,status,createdAt,completedAt
514,CAPA-2026-0291,마스크팩 B,포장불량,중,설비,생산1팀,A라인,LOT-20260604-651,자체검사,문서현,2026-06-26,action,2026-06-04,
515,CAPA-2026-0292,아이섀도 B,기타,중,표준서미비,구매팀,A라인,LOT-20260604-537,고객사,임지호,2026-06-30,action,2026-06-04,
516,CAPA-2026-0293,토너 B,공정이탈,중,설비,생산2팀,A라인,LOT-20260604-990,고객사,신예은,2026-06-30,action,2026-06-04,
517,CAPA-2026-0294,파운데이션 A,기타,하,작업자실수,생산2팀,A라인,LOT-20260604-997,자체검사,박서준,2026-06-29,done,2026-06-04,2026-07-07
518,CAPA-2026-0295,미스트 A,포장불량,하,원자재,구매팀,D라인,LOT-20260604-570,자체검사,이수민,2026-06-20,action,2026-06-04,
519,CAPA-2026-0296,바디로션 B,고객불만,상,표준서미비,생산1팀,B라인,LOT-20260604-872,정부기관,이수민,2026-07-04,done,2026-06-04,2026-07-04
520,CAPA-2026-0297,헤어에센스 A,포장불량,상,협력사,생산1팀,B라인,LOT-20260605-478,자체검사,오도윤,2026-06-28,action,2026-06-05,
521,CAPA-2026-0298,아이크림 A,공정이탈,하,기타,물류팀,A라인,LOT-20260605-795,고객사,문서현,2026-06-17,action,2026-06-05,
522,CAPA-2026-0299,쿠션 B,표시오류,중,작업자실수,물류팀,C라인,LOT-20260605-408,정부기관,조현우,2026-06-20,action,2026-06-05,
523,CAPA-2026-0300,토너 B,고객불만,하,설비,품질보증팀,A라인,LOT-20260605-525,고객사,임지호,2026-06-29,action,2026-06-05,
524,CAPA-2026-0301,파운데이션 A,표시오류,중,표준서미비,생산2팀,C라인,LOT-20260605-426,고객사,신예은,2026-06-22,action,2026-06-05,
525,CAPA-2026-0302,아이크림 B,고객불만,상,기타,구매팀,B라인,LOT-20260605-443,고객사,최유리,2026-06-22,action,2026-06-05,
526,CAPA-2026-0303,쿠션 B,포장불량,하,설비,품질보증팀,A라인,LOT-20260605-826,내부감사,정하늘,2026-06-16,done,2026-06-05,2026-06-09
527,CAPA-2026-0304,앰플 A,표시오류,상,원자재,생산1팀,C라인,LOT-20260605-076,정부기관,신예은,2026-06-18,action,2026-06-05,
528,CAPA-2026-0305,아이크림 A,포장불량,중,작업자실수,생산2팀,B라인,LOT-20260606-704,내부감사,정하늘,2026-07-05,done,2026-06-06,2026-07-01
529,CAPA-2026-0306,미스트 B,표시오류,상,표준서미비,생산2팀,B라인,LOT-20260606-854,고객사,조현우,2026-06-19,action,2026-06-06,
530,CAPA-2026-0307,쿠션 A,기타,하,기타,구매팀,C라인,LOT-20260606-137,내부감사,박서준,2026-06-28,done,2026-06-06,2026-07-07
531,CAPA-2026-0308,샴푸 B,고객불만,하,원자재,생산2팀,D라인,LOT-20260606-598,자체검사,임지호,2026-07-04,action,2026-06-06,
532,CAPA-2026-0309,토너 B,포장불량,상,기타,생산1팀,A라인,LOT-20260606-345,자체검사,조현우,2026-06-23,action,2026-06-06,
533,CAPA-2026-0310,앰플 A,기타,중,기타,구매팀,B라인,LOT-20260606-624,자체검사,임지호,2026-06-20,action,2026-06-06,
534,CAPA-2026-0311,미스트 A,표시오류,하,기타,생산2팀,D라인,LOT-20260606-632,고객사,윤서아,2026-06-19,action,2026-06-06,
535,CAPA-2026-0312,선스틱 B,원료불량,상,기타,구매팀,C라인,LOT-20260606-123,고객사,윤서아,2026-06-16,action,2026-06-06,
536,CAPA-2026-0313,아이섀도 A,원료불량,중,표준서미비,생산1팀,B라인,LOT-20260607-691,자체검사,한소율,2026-06-30,analysis,2026-06-07,
537,CAPA-2026-0314,선스틱 A,기타,상,원자재,물류팀,B라인,LOT-20260607-246,자체검사,강민준,2026-06-18,action,2026-06-07,
538,CAPA-2026-0315,선스틱 B,표시오류,중,기타,생산1팀,D라인,LOT-20260607-687,자체검사,이수민,2026-06-24,action,2026-06-07,
539,CAPA-2026-0316,핸드크림 B,표시오류,중,원자재,구매팀,C라인,LOT-20260607-445,자체검사,최유리,2026-06-22,analysis,2026-06-07,
540,CAPA-2026-0317,립스틱 A,표시오류,중,기타,구매팀,A라인,LOT-20260607-819,고객사,신예은,2026-06-23,analysis,2026-06-07,
541,CAPA-2026-0318,쿠션 B,포장불량,하,작업자실수,품질보증팀,B라인,LOT-20260607-863,내부감사,신예은,2026-06-24,done,2026-06-07,2026-06-24
542,CAPA-2026-0319,아이섀도 A,포장불량,중,협력사,품질보증팀,A라인,LOT-20260607-934,정부기관,강민준,2026-07-04,analysis,2026-06-07,
543,CAPA-2026-0320,헤어에센스 A,원료불량,중,설비,품질보증팀,D라인,LOT-20260607-360,자체검사,배주안,2026-06-14,analysis,2026-06-07,
544,CAPA-2026-0321,아이크림 B,기타,중,원자재,물류팀,B라인,LOT-20260607-380,자체검사,정하늘,2026-07-04,done,2026-06-07,2026-06-30
545,CAPA-2026-0322,헤어에센스 A,고객불만,중,기타,생산1팀,D라인,LOT-20260607-902,고객사,이수민,2026-06-15,analysis,2026-06-07,
546,CAPA-2026-0323,블러셔 B,기타,상,원자재,생산2팀,D라인,LOT-20260607-034,자체검사,배주안,2026-07-01,analysis,2026-06-07,
547,CAPA-2026-0324,마스크팩 B,원료불량,상,작업자실수,구매팀,B라인,LOT-20260607-336,내부감사,신예은,2026-06-26,analysis,2026-06-07,
548,CAPA-2026-0325,헤어에센스 B,포장불량,중,협력사,물류팀,D라인,LOT-20260607-986,자체검사,문서현,2026-06-30,analysis,2026-06-07,
549,CAPA-2026-0326,립밤 B,기타,중,표준서미비,구매팀,A라인,LOT-20260607-368,자체검사,배주안,2026-07-04,done,2026-06-07,2026-07-02
550,CAPA-2026-0327,미스트 B,고객불만,하,협력사,생산1팀,C라인,LOT-20260607-862,고객사,강민준,2026-06-30,action,2026-06-07,
551,CAPA-2026-0328,토너 A,고객불만,상,기타,구매팀,B라인,LOT-20260608-087,내부감사,윤서아,2026-06-15,analysis,2026-06-08,
552,CAPA-2026-0329,선스틱 B,공정이탈,하,작업자실수,물류팀,A라인,LOT-20260608-933,정부기관,최유리,2026-06-28,analysis,2026-06-08,
553,CAPA-2026-0330,아이크림 A,원료불량,상,표준서미비,생산2팀,D라인,LOT-20260608-213,고객사,문서현,2026-07-02,action,2026-06-08,
554,CAPA-2026-0331,핸드크림 B,원료불량,중,작업자실수,품질보증팀,C라인,LOT-20260608-492,자체검사,문서현,2026-06-22,action,2026-06-08,
555,CAPA-2026-0332,선스틱 A,원료불량,하,설비,구매팀,A라인,LOT-20260608-728,자체검사,문서현,2026-06-27,analysis,2026-06-08,
556,CAPA-2026-0333,블러셔 A,포장불량,중,작업자실수,구매팀,B라인,LOT-20260608-317,고객사,오도윤,2026-07-03,done,2026-06-08,2026-07-07
557,CAPA-2026-0334,미스트 B,포장불량,중,표준서미비,품질보증팀,C라인,LOT-20260608-497,내부감사,최유리,2026-06-20,analysis,2026-06-08,
558,CAPA-2026-0335,아이섀도 A,포장불량,하,협력사,생산1팀,A라인,LOT-20260608-630,고객사,배주안,2026-06-24,analysis,2026-06-08,
559,CAPA-2026-0336,마스크팩 B,포장불량,하,작업자실수,생산2팀,D라인,LOT-20260608-415,내부감사,문서현,2026-07-04,action,2026-06-08,
560,CAPA-2026-0337,선크림 A,원료불량,중,설비,구매팀,A라인,LOT-20260608-711,고객사,강민준,2026-06-25,action,2026-06-08,
561,CAPA-2026-0338,클렌징폼 B,표시오류,중,원자재,생산2팀,B라인,LOT-20260608-851,자체검사,배주안,2026-06-26,analysis,2026-06-08,
562,CAPA-2026-0339,립스틱 A,포장불량,상,작업자실수,생산2팀,B라인,LOT-20260608-916,자체검사,김지현,2026-06-29,analysis,2026-06-08,
563,CAPA-2026-0340,앰플 A,고객불만,중,표준서미비,생산2팀,A라인,LOT-20260608-121,자체검사,조현우,2026-06-21,action,2026-06-08,
564,CAPA-2026-0341,앰플 B,원료불량,중,설비,물류팀,B라인,LOT-20260608-541,자체검사,정하늘,2026-06-25,action,2026-06-08,
565,CAPA-2026-0342,아이크림 B,표시오류,하,표준서미비,생산2팀,C라인,LOT-20260608-988,정부기관,신예은,2026-06-26,action,2026-06-08,
566,CAPA-2026-0343,아이섀도 B,기타,중,표준서미비,품질보증팀,B라인,LOT-20260608-047,고객사,조현우,2026-06-29,done,2026-06-08,2026-07-07
567,CAPA-2026-0344,미스트 B,표시오류,상,표준서미비,생산1팀,D라인,LOT-20260609-051,고객사,정하늘,2026-07-07,analysis,2026-06-09,
568,CAPA-2026-0345,립스틱 A,표시오류,하,기타,물류팀,A라인,LOT-20260609-262,고객사,김지현,2026-06-22,action,2026-06-09,
569,CAPA-2026-0346,토너 A,표시오류,하,설비,물류팀,A라인,LOT-20260609-742,정부기관,박서준,2026-07-01,analysis,2026-06-09,
570,CAPA-2026-0347,미스트 B,포장불량,중,표준서미비,물류팀,A라인,LOT-20260609-602,고객사,배주안,2026-07-01,analysis,2026-06-09,
571,CAPA-2026-0348,미스트 A,포장불량,중,표준서미비,생산2팀,D라인,LOT-20260609-009,자체검사,문서현,2026-06-23,analysis,2026-06-09,
572,CAPA-2026-0349,립스틱 B,포장불량,중,표준서미비,생산2팀,C라인,LOT-20260609-399,고객사,오도윤,2026-06-24,action,2026-06-09,
573,CAPA-2026-0350,앰플 A,포장불량,상,협력사,생산2팀,D라인,LOT-20260609-259,내부감사,정하늘,2026-07-07,analysis,2026-06-09,
574,CAPA-2026-0351,립밤 A,표시오류,중,기타,생산1팀,C라인,LOT-20260610-213,고객사,임지호,2026-07-07,action,2026-06-10,
575,CAPA-2026-0352,세럼 B,원료불량,중,작업자실수,품질보증팀,A라인,LOT-20260610-657,고객사,박서준,2026-07-05,analysis,2026-06-10,
576,CAPA-2026-0353,아이크림 A,표시오류,중,설비,물류팀,A라인,LOT-20260610-166,자체검사,박서준,2026-06-20,action,2026-06-10,
577,CAPA-2026-0354,파운데이션 B,표시오류,중,작업자실수,물류팀,A라인,LOT-20260610-473,자체검사,박서준,2026-06-29,action,2026-06-10,
578,CAPA-2026-0355,바디로션 B,포장불량,중,협력사,구매팀,B라인,LOT-20260610-505,고객사,박서준,2026-06-28,action,2026-06-10,
579,CAPA-2026-0356,선스틱 B,공정이탈,중,기타,물류팀,A라인,LOT-20260610-453,내부감사,김지현,2026-06-25,done,2026-06-10,2026-06-25
580,CAPA-2026-0357,클렌징폼 B,표시오류,중,원자재,생산2팀,A라인,LOT-20260610-112,내부감사,임지호,2026-06-29,action,2026-06-10,
581,CAPA-2026-0358,샴푸 B,포장불량,하,표준서미비,구매팀,B라인,LOT-20260610-789,고객사,이수민,2026-07-08,action,2026-06-10,
582,CAPA-2026-0359,앰플 B,공정이탈,중,표준서미비,품질보증팀,C라인,LOT-20260610-877,정부기관,최유리,2026-07-01,action,2026-06-10,
583,CAPA-2026-0360,수분크림 A,기타,중,원자재,생산2팀,D라인,LOT-20260610-768,정부기관,윤서아,2026-06-30,analysis,2026-06-10,
584,CAPA-2026-0361,샴푸 B,표시오류,하,원자재,생산1팀,B라인,LOT-20260611-717,자체검사,김지현,2026-06-25,action,2026-06-11,
585,CAPA-2026-0362,파운데이션 A,기타,상,표준서미비,생산2팀,C라인,LOT-20260611-537,정부기관,오도윤,2026-06-21,action,2026-06-11,
586,CAPA-2026-0363,헤어에센스 A,표시오류,중,원자재,생산1팀,B라인,LOT-20260611-551,내부감사,배주안,2026-07-09,action,2026-06-11,
587,CAPA-2026-0364,선스틱 A,공정이탈,중,표준서미비,생산2팀,B라인,LOT-20260611-435,고객사,이수민,2026-06-29,analysis,2026-06-11,
588,CAPA-2026-0365,토너 A,원료불량,중,설비,구매팀,A라인,LOT-20260611-508,내부감사,강민준,2026-07-09,analysis,2026-06-11,
589,CAPA-2026-0366,아이섀도 B,공정이탈,중,기타,품질보증팀,C라인,LOT-20260611-427,자체검사,박서준,2026-06-29,action,2026-06-11,
590,CAPA-2026-0367,샴푸 A,표시오류,상,기타,구매팀,A라인,LOT-20260611-395,고객사,박서준,2026-07-02,action,2026-06-11,
591,CAPA-2026-0368,마스크팩 B,고객불만,상,협력사,구매팀,C라인,LOT-20260611-387,내부감사,강민준,2026-06-26,analysis,2026-06-11,
592,CAPA-2026-0369,앰플 B,표시오류,상,기타,물류팀,D라인,LOT-20260611-578,고객사,정하늘,2026-06-18,analysis,2026-06-11,
593,CAPA-2026-0370,쿠션 A,원료불량,중,작업자실수,구매팀,C라인,LOT-20260611-863,자체검사,오도윤,2026-06-30,analysis,2026-06-11,
594,CAPA-2026-0371,마스크팩 B,표시오류,중,표준서미비,생산2팀,C라인,LOT-20260611-474,정부기관,최유리,2026-07-03,analysis,2026-06-11,
595,CAPA-2026-0372,앰플 A,기타,하,작업자실수,생산2팀,B라인,LOT-20260611-045,자체검사,윤서아,2026-06-30,analysis,2026-06-11,
596,CAPA-2026-0373,립밤 A,기타,중,협력사,구매팀,B라인,LOT-20260611-059,내부감사,최유리,2026-06-28,analysis,2026-06-11,
597,CAPA-2026-0374,쿠션 B,포장불량,하,표준서미비,품질보증팀,B라인,LOT-20260611-680,자체검사,조현우,2026-06-23,action,2026-06-11,
598,CAPA-2026-0375,선스틱 B,표시오류,중,원자재,생산2팀,A라인,LOT-20260611-504,자체검사,이수민,2026-06-28,analysis,2026-06-11,
599,CAPA-2026-0376,립밤 A,표시오류,하,설비,생산1팀,A라인,LOT-20260611-691,고객사,최유리,2026-06-22,analysis,2026-06-11,
600,CAPA-2026-0377,파운데이션 B,원료불량,중,기타,생산1팀,D라인,LOT-20260611-827,자체검사,박서준,2026-07-05,analysis,2026-06-11,
601,CAPA-2026-0378,클렌징폼 A,고객불만,하,원자재,구매팀,C라인,LOT-20260612-354,자체검사,조현우,2026-06-25,analysis,2026-06-12,
602,CAPA-2026-0379,바디로션 B,공정이탈,중,작업자실수,생산2팀,D라인,LOT-20260612-662,고객사,이수민,2026-07-07,action,2026-06-12,
603,CAPA-2026-0380,아이섀도 B,공정이탈,하,표준서미비,생산1팀,B라인,LOT-20260612-031,고객사,오도윤,2026-06-21,analysis,2026-06-12,
604,CAPA-2026-0381,토너 B,공정이탈,중,협력사,생산2팀,A라인,LOT-20260612-087,자체검사,김지현,2026-07-03,analysis,2026-06-12,
605,CAPA-2026-0382,선크림 B,포장불량,중,작업자실수,품질보증팀,D라인,LOT-20260612-540,내부감사,최유리,2026-06-29,analysis,2026-06-12,
606,CAPA-2026-0383,핸드크림 B,기타,중,협력사,생산1팀,B라인,LOT-20260612-120,자체검사,문서현,2026-06-23,action,2026-06-12,
607,CAPA-2026-0384,아이섀도 A,원료불량,중,협력사,품질보증팀,B라인,LOT-20260612-080,고객사,윤서아,2026-06-28,action,2026-06-12,
608,CAPA-2026-0385,립밤 A,원료불량,중,표준서미비,생산1팀,D라인,LOT-20260612-671,정부기관,정하늘,2026-07-09,action,2026-06-12,
609,CAPA-2026-0386,선크림 A,고객불만,중,표준서미비,생산2팀,D라인,LOT-20260612-541,고객사,문서현,2026-06-30,done,2026-06-12,2026-06-21
610,CAPA-2026-0387,파운데이션 A,기타,상,원자재,생산2팀,C라인,LOT-20260612-103,자체검사,강민준,2026-06-29,analysis,2026-06-12,
611,CAPA-2026-0388,파운데이션 B,기타,하,작업자실수,생산2팀,B라인,LOT-20260612-723,고객사,최유리,2026-07-08,analysis,2026-06-12,
612,CAPA-2026-0389,아이섀도 B,원료불량,하,협력사,구매팀,D라인,LOT-20260612-914,자체검사,임지호,2026-07-08,action,2026-06-12,
613,CAPA-2026-0390,샴푸 B,공정이탈,하,협력사,구매팀,A라인,LOT-20260612-997,고객사,김지현,2026-07-08,analysis,2026-06-12,
614,CAPA-2026-0391,파운데이션 B,포장불량,하,협력사,물류팀,B라인,LOT-20260612-605,고객사,임지호,2026-06-22,analysis,2026-06-12,
615,CAPA-2026-0392,파운데이션 A,포장불량,상,설비,물류팀,A라인,LOT-20260612-191,자체검사,임지호,2026-06-23,analysis,2026-06-12,
616,CAPA-2026-0393,미스트 B,고객불만,상,기타,구매팀,B라인,LOT-20260612-591,고객사,신예은,2026-06-27,action,2026-06-12,
617,CAPA-2026-0394,샴푸 A,원료불량,중,설비,생산1팀,A라인,LOT-20260613-528,고객사,문서현,2026-07-05,action,2026-06-13,
618,CAPA-2026-0395,아이크림 B,공정이탈,중,설비,생산1팀,A라인,LOT-20260613-334,고객사,박서준,2026-07-09,analysis,2026-06-13,
619,CAPA-2026-0396,핸드크림 A,기타,중,설비,품질보증팀,C라인,LOT-20260613-473,내부감사,강민준,2026-06-30,analysis,2026-06-13,
620,CAPA-2026-0397,수분크림 A,원료불량,중,원자재,물류팀,C라인,LOT-20260613-116,자체검사,한소율,2026-07-04,action,2026-06-13,
621,CAPA-2026-0398,아이크림 B,표시오류,하,작업자실수,품질보증팀,C라인,LOT-20260613-218,고객사,임지호,2026-07-09,action,2026-06-13,
622,CAPA-2026-0399,바디로션 B,고객불만,중,표준서미비,생산1팀,B라인,LOT-20260613-128,자체검사,오도윤,2026-07-03,analysis,2026-06-13,
623,CAPA-2026-0400,선스틱 A,원료불량,중,원자재,생산1팀,B라인,LOT-20260613-847,내부감사,강민준,2026-07-02,analysis,2026-06-13,
624,CAPA-2026-0401,파운데이션 A,고객불만,상,작업자실수,물류팀,A라인,LOT-20260613-088,고객사,조현우,2026-06-22,analysis,2026-06-13,
625,CAPA-2026-0402,블러셔 A,공정이탈,하,기타,물류팀,B라인,LOT-20260613-843,자체검사,임지호,2026-07-11,analysis,2026-06-13,
626,CAPA-2026-0403,미스트 A,표시오류,중,협력사,생산2팀,D라인,LOT-20260613-472,고객사,최유리,2026-06-25,analysis,2026-06-13,
627,CAPA-2026-0404,수분크림 B,고객불만,중,표준서미비,구매팀,C라인,LOT-20260613-193,고객사,배주안,2026-07-01,analysis,2026-06-13,
628,CAPA-2026-0405,미스트 B,원료불량,상,기타,물류팀,B라인,LOT-20260613-340,내부감사,한소율,2026-07-01,analysis,2026-06-13,
629,CAPA-2026-0406,수분크림 B,포장불량,중,원자재,구매팀,B라인,LOT-20260613-074,자체검사,오도윤,2026-07-08,analysis,2026-06-13,
630,CAPA-2026-0407,샴푸 A,기타,상,원자재,물류팀,A라인,LOT-20260613-199,고객사,강민준,2026-07-10,action,2026-06-13,
631,CAPA-2026-0408,헤어에센스 A,기타,중,협력사,물류팀,C라인,LOT-20260613-874,자체검사,오도윤,2026-07-07,analysis,2026-06-13,
632,CAPA-2026-0409,선스틱 A,기타,중,원자재,생산2팀,C라인,LOT-20260614-973,고객사,신예은,2026-06-28,analysis,2026-06-14,
633,CAPA-2026-0410,파운데이션 A,고객불만,중,작업자실수,구매팀,C라인,LOT-20260614-171,고객사,신예은,2026-07-08,action,2026-06-14,
634,CAPA-2026-0411,아이크림 B,포장불량,상,작업자실수,구매팀,C라인,LOT-20260614-366,내부감사,박서준,2026-07-05,action,2026-06-14,
635,CAPA-2026-0412,마스크팩 A,원료불량,중,표준서미비,구매팀,C라인,LOT-20260614-144,고객사,이수민,2026-07-09,action,2026-06-14,
636,CAPA-2026-0413,선스틱 B,표시오류,중,작업자실수,생산1팀,A라인,LOT-20260614-331,정부기관,최유리,2026-07-02,analysis,2026-06-14,
637,CAPA-2026-0414,립스틱 B,원료불량,하,표준서미비,구매팀,C라인,LOT-20260614-141,정부기관,오도윤,2026-06-23,analysis,2026-06-14,
638,CAPA-2026-0415,수분크림 A,포장불량,중,기타,생산1팀,D라인,LOT-20260614-090,고객사,배주안,2026-07-10,action,2026-06-14,
639,CAPA-2026-0416,선크림 A,고객불만,중,작업자실수,품질보증팀,C라인,LOT-20260614-363,고객사,김지현,2026-07-14,action,2026-06-14,
640,CAPA-2026-0417,선스틱 B,고객불만,중,협력사,생산2팀,B라인,LOT-20260614-142,자체검사,박서준,2026-07-08,analysis,2026-06-14,
641,CAPA-2026-0418,블러셔 A,고객불만,중,작업자실수,물류팀,B라인,LOT-20260614-044,고객사,문서현,2026-06-26,action,2026-06-14,
642,CAPA-2026-0419,바디로션 A,원료불량,중,작업자실수,물류팀,A라인,LOT-20260614-836,자체검사,박서준,2026-07-06,analysis,2026-06-14,
643,CAPA-2026-0420,바디로션 B,원료불량,하,기타,물류팀,B라인,LOT-20260614-940,고객사,윤서아,2026-06-26,action,2026-06-14,
644,CAPA-2026-0421,바디로션 A,표시오류,중,표준서미비,생산2팀,C라인,LOT-20260614-124,자체검사,문서현,2026-07-11,analysis,2026-06-14,
645,CAPA-2026-0422,미스트 B,공정이탈,상,원자재,물류팀,C라인,LOT-20260615-340,내부감사,한소율,2026-07-01,analysis,2026-06-15,
646,CAPA-2026-0423,수분크림 A,고객불만,중,기타,구매팀,D라인,LOT-20260615-898,고객사,윤서아,2026-07-06,action,2026-06-15,
647,CAPA-2026-0424,토너 B,고객불만,중,설비,생산2팀,B라인,LOT-20260615-472,내부감사,문서현,2026-06-23,analysis,2026-06-15,
648,CAPA-2026-0425,헤어에센스 A,포장불량,상,기타,품질보증팀,C라인,LOT-20260615-842,고객사,조현우,2026-07-03,action,2026-06-15,
649,CAPA-2026-0426,립스틱 A,기타,중,협력사,물류팀,A라인,LOT-20260615-522,내부감사,조현우,2026-07-01,analysis,2026-06-15,
650,CAPA-2026-0427,쿠션 A,고객불만,중,작업자실수,품질보증팀,D라인,LOT-20260615-824,고객사,정하늘,2026-07-03,analysis,2026-06-15,
651,CAPA-2026-0428,립밤 B,공정이탈,상,표준서미비,구매팀,D라인,LOT-20260615-215,고객사,문서현,2026-06-25,analysis,2026-06-15,
652,CAPA-2026-0429,바디로션 B,기타,하,작업자실수,품질보증팀,A라인,LOT-20260615-140,자체검사,김지현,2026-06-28,analysis,2026-06-15,
653,CAPA-2026-0430,핸드크림 A,포장불량,중,원자재,생산1팀,C라인,LOT-20260615-194,내부감사,문서현,2026-07-12,action,2026-06-15,
654,CAPA-2026-0431,선크림 A,표시오류,하,설비,생산2팀,C라인,LOT-20260615-292,자체검사,이수민,2026-06-25,action,2026-06-15,
655,CAPA-2026-0432,파운데이션 B,고객불만,중,표준서미비,생산2팀,B라인,LOT-20260615-517,자체검사,임지호,2026-06-27,analysis,2026-06-15,
656,CAPA-2026-0433,바디로션 A,고객불만,중,설비,물류팀,A라인,LOT-20260615-332,정부기관,배주안,2026-06-26,action,2026-06-15,
657,CAPA-2026-0434,블러셔 A,포장불량,중,설비,생산2팀,D라인,LOT-20260615-214,고객사,조현우,2026-06-22,analysis,2026-06-15,
658,CAPA-2026-0435,파운데이션 A,포장불량,중,협력사,품질보증팀,D라인,LOT-20260615-719,고객사,문서현,2026-07-13,action,2026-06-15,
659,CAPA-2026-0436,핸드크림 B,포장불량,상,작업자실수,구매팀,C라인,LOT-20260615-990,내부감사,최유리,2026-07-09,action,2026-06-15,
660,CAPA-2026-0437,쿠션 B,공정이탈,중,협력사,구매팀,A라인,LOT-20260616-418,고객사,강민준,2026-07-07,analysis,2026-06-16,
661,CAPA-2026-0438,핸드크림 B,공정이탈,중,원자재,생산2팀,A라인,LOT-20260616-385,자체검사,김지현,2026-06-30,action,2026-06-16,
662,CAPA-2026-0439,토너 B,고객불만,하,협력사,생산1팀,D라인,LOT-20260616-543,자체검사,임지호,2026-07-15,action,2026-06-16,
663,CAPA-2026-0440,쿠션 A,공정이탈,중,표준서미비,구매팀,B라인,LOT-20260616-858,고객사,이수민,2026-07-03,analysis,2026-06-16,
664,CAPA-2026-0441,아이크림 A,기타,중,설비,생산2팀,A라인,LOT-20260616-003,자체검사,조현우,2026-06-29,action,2026-06-16,
665,CAPA-2026-0442,핸드크림 B,기타,상,협력사,생산1팀,B라인,LOT-20260616-930,고객사,문서현,2026-07-10,analysis,2026-06-16,
666,CAPA-2026-0443,앰플 A,포장불량,하,원자재,구매팀,C라인,LOT-20260616-694,내부감사,강민준,2026-07-08,analysis,2026-06-16,
667,CAPA-2026-0444,마스크팩 A,원료불량,중,원자재,생산2팀,A라인,LOT-20260617-501,내부감사,문서현,2026-07-13,analysis,2026-06-17,
668,CAPA-2026-0445,세럼 A,표시오류,하,협력사,품질보증팀,D라인,LOT-20260617-032,고객사,이수민,2026-07-06,action,2026-06-17,
669,CAPA-2026-0446,선스틱 A,포장불량,중,작업자실수,생산1팀,C라인,LOT-20260617-393,내부감사,배주안,2026-07-13,action,2026-06-17,
670,CAPA-2026-0447,미스트 A,기타,하,협력사,구매팀,C라인,LOT-20260617-759,고객사,윤서아,2026-07-07,action,2026-06-17,
671,CAPA-2026-0448,아이크림 A,공정이탈,중,협력사,생산1팀,D라인,LOT-20260617-671,고객사,강민준,2026-07-15,action,2026-06-17,
672,CAPA-2026-0449,립스틱 B,공정이탈,상,설비,생산1팀,C라인,LOT-20260617-893,고객사,임지호,2026-07-11,analysis,2026-06-17,
673,CAPA-2026-0450,샴푸 B,기타,하,작업자실수,생산1팀,A라인,LOT-20260617-780,자체검사,정하늘,2026-07-02,action,2026-06-17,
674,CAPA-2026-0451,샴푸 A,공정이탈,중,표준서미비,물류팀,C라인,LOT-20260617-262,내부감사,이수민,2026-06-28,analysis,2026-06-17,
675,CAPA-2026-0452,토너 A,고객불만,중,협력사,품질보증팀,B라인,LOT-20260617-584,고객사,문서현,2026-07-13,action,2026-06-17,
676,CAPA-2026-0453,아이크림 A,공정이탈,하,표준서미비,생산2팀,D라인,LOT-20260617-197,고객사,강민준,2026-07-04,action,2026-06-17,
677,CAPA-2026-0454,파운데이션 A,포장불량,하,표준서미비,구매팀,C라인,LOT-20260617-564,고객사,신예은,2026-07-11,analysis,2026-06-17,
678,CAPA-2026-0455,아이섀도 A,공정이탈,하,표준서미비,구매팀,C라인,LOT-20260617-973,정부기관,임지호,2026-07-15,action,2026-06-17,
679,CAPA-2026-0456,클렌징폼 B,기타,중,원자재,품질보증팀,D라인,LOT-20260617-884,자체검사,최유리,2026-07-14,analysis,2026-06-17,
680,CAPA-2026-0457,블러셔 A,고객불만,하,기타,구매팀,D라인,LOT-20260617-536,자체검사,최유리,2026-07-17,action,2026-06-17,
681,CAPA-2026-0458,헤어에센스 B,공정이탈,하,원자재,품질보증팀,D라인,LOT-20260618-231,자체검사,오도윤,2026-07-06,action,2026-06-18,
682,CAPA-2026-0459,수분크림 B,표시오류,하,원자재,품질보증팀,A라인,LOT-20260618-134,고객사,오도윤,2026-07-12,action,2026-06-18,
683,CAPA-2026-0460,미스트 B,공정이탈,상,설비,품질보증팀,C라인,LOT-20260618-571,내부감사,정하늘,2026-07-03,action,2026-06-18,
684,CAPA-2026-0461,미스트 A,기타,중,작업자실수,구매팀,A라인,LOT-20260618-744,내부감사,임지호,2026-07-06,action,2026-06-18,
685,CAPA-2026-0462,립밤 B,기타,상,원자재,구매팀,D라인,LOT-20260618-620,고객사,이수민,2026-07-07,action,2026-06-18,
686,CAPA-2026-0463,바디로션 B,포장불량,중,기타,물류팀,D라인,LOT-20260618-169,자체검사,문서현,2026-07-12,analysis,2026-06-18,
687,CAPA-2026-0464,선스틱 A,고객불만,중,설비,구매팀,D라인,LOT-20260618-605,자체검사,최유리,2026-07-15,analysis,2026-06-18,
688,CAPA-2026-0465,수분크림 B,기타,중,원자재,생산1팀,C라인,LOT-20260618-829,내부감사,신예은,2026-07-04,action,2026-06-18,
689,CAPA-2026-0466,마스크팩 A,고객불만,중,작업자실수,생산1팀,D라인,LOT-20260618-772,고객사,오도윤,2026-07-08,action,2026-06-18,
690,CAPA-2026-0467,수분크림 A,고객불만,상,원자재,물류팀,A라인,LOT-20260618-587,고객사,한소율,2026-07-07,analysis,2026-06-18,
691,CAPA-2026-0468,립밤 A,원료불량,하,기타,생산1팀,B라인,LOT-20260618-190,고객사,배주안,2026-07-07,analysis,2026-06-18,
